Customer_ID,Age,Gender,Marital_Status,Income,Total_Transaction_Count,Total_Transaction_Amount,Average_Transaction_Amount,Transaction_Frequency,Online_Banking_Usage,ATM_Usage,Mobile_App_Usage,Num_Active_Banking_Products,Credit_Score,Outstanding_Debt,Num_Savings_Accounts,Investment_Portfolio_Details,Location,State,Zip_Code,Branch_Proximity,Preferred_Communication_Channel,Preferred_Banking_Channel,Frequency_of_Logins,Duration_of_Online_Sessions,Response_to_Marketing_Campaigns,Length_of_Customer_Relationship,Churn_Status,Overdraft_Incidents,Late_Payments,Feedback_Scores,Customer_Service_Interactions
1857,45,Female,Divorced,39752,90,9346.961257524204,388.5420501020494,Monthly,1,0,1,4,509,4985.568170063696,1,Medium,City_80,State_8,35944,6.525497647684592,Phone,Mobile,1,58.213549072491766,Medium,60,1,1,0,5,5
1858,37,Male,Divorced,98993,85,3341.6615732452597,169.09268860552254,Weekly,0,1,0,2,761,3404.0854497676796,2,Low,City_56,State_3,53280,4.028991287223597,Email,In-person,15,30.230743375806973,High,32,0,2,1,3,9
1859,50,Male,Single,72616,91,1444.7410412913305,372.85428041275503,Weekly,1,0,0,3,380,2042.1833844602827,2,High,City_51,State_2,28261,7.606096616252156,SMS,Mobile,8,93.87059767521798,High,25,1,1,0,4,8
1860,27,Male,Divorced,82127,53,2445.56661524133,432.5285856529355,Monthly,1,0,0,1,621,2799.1840142679484,0,High,City_53,State_7,53647,6.014840051676857,SMS,Online,18,11.958829554231917,Low,100,1,2,0,4,0
1861,57,Female,Married,30453,77,7784.097771198215,179.18450226510015,Monthly,0,1,1,1,714,2079.1702513401483,0,Medium,City_49,State_2,68741,5.988417641542955,SMS,Online,15,86.1190513250573,Low,21,0,2,0,5,9
1862,49,Male,Divorced,40976,56,9717.693728918875,176.54895236929835,Monthly,0,0,1,2,489,4441.525761483237,2,Medium,City_4,State_1,33345,7.169382897335859,SMS,Online,8,48.5781013506731,High,83,1,2,0,3,9
1863,50,Male,Single,63688,6,4717.296811867767,450.97618791414885,Weekly,1,1,0,2,532,2412.4968743287304,0,Low,City_18,State_2,20111,3.997170918582106,SMS,In-person,2,9.783547979518891,Low,53,1,1,1,3,9
1864,19,Female,Divorced,32017,54,3122.996814123119,34.397224061977475,Monthly,1,1,0,4,691,4117.641879906236,2,High,City_36,State_6,26389,4.863096465053279,Phone,Online,11,103.14900253855537,Low,37,0,1,1,5,9
1865,50,Female,Married,37957,90,4348.986761404341,181.59280880811372,Monthly,1,0,1,4,468,4200.88148911502,1,Medium,City_35,State_2,67929,6.2460808158959376,Phone,In-person,8,61.088014265834,High,110,0,1,1,3,6
1866,50,Male,Married,34792,47,3117.650131986811,68.149521115184,Weekly,1,0,0,3,742,4121.661688676242,2,Low,City_30,State_1,19713,4.79400058464153,SMS,Mobile,13,73.92168150585485,Medium,37,0,2,0,5,7
1867,58,Male,Single,85982,81,2639.2264797508274,24.200489222488354,Monthly,1,1,0,4,467,3610.9430623783724,2,Low,City_63,State_1,46646,4.9983172699037794,SMS,Online,1,89.18352952531254,High,58,0,0,0,2,9
1868,30,Male,Divorced,43237,12,5978.132448831077,65.30601464694284,Monthly,0,1,0,3,530,4274.388584037909,1,High,City_82,State_4,29853,3.4523836551013884,SMS,In-person,18,80.33355979513671,High,58,0,1,0,5,3
1869,47,Male,Divorced,81586,63,255.78620569808956,221.31043767833572,Weekly,1,0,0,4,449,1936.1478981148462,1,High,City_21,State_8,19013,3.5864652363091825,Email,In-person,5,89.04854014368033,Medium,7,1,0,1,4,0
1870,50,Male,Divorced,49252,69,2669.567261783383,346.6084739216175,Monthly,1,1,0,4,849,573.3160307098018,0,Low,City_52,State_6,13093,7.2906166630430755,Email,In-person,1,92.66239372645364,Low,62,1,1,1,1,2
1871,30,Female,Married,40707,85,6647.682570665392,151.74838797656184,Weekly,1,0,0,1,685,4212.2710218625725,1,High,City_96,State_4,57544,1.0385302782412515,Phone,Online,12,72.75242601493025,Medium,114,0,1,1,2,1
1872,43,Female,Single,64206,16,417.4206934373698,426.3409006265511,Weekly,1,1,1,2,680,2490.8420784367263,0,Low,City_69,State_6,86840,1.8576137998750464,Phone,In-person,5,47.04835055439202,Medium,27,0,0,1,4,2
1873,39,Male,Divorced,33543,8,923.6979834384564,224.4316580817915,Weekly,1,1,0,3,574,636.8801626392551,2,Low,City_41,State_6,60009,9.539289005540551,Email,Online,16,32.9613472173794,High,106,1,0,1,2,5
1874,56,Male,Married,74135,81,3004.6218333792694,484.4317449712544,Weekly,1,1,0,1,361,576.5626109100397,1,High,City_54,State_9,36881,2.6831627367670614,SMS,Online,18,108.83387221507053,Low,57,0,2,0,4,9
1875,19,Female,Married,65031,99,8790.26750622895,477.536278027413,Weekly,0,0,1,4,766,796.2119700494635,2,Medium,City_87,State_4,40767,4.7630880268738665,Phone,Mobile,2,116.54135713339534,Low,86,1,0,1,3,2
1876,55,Male,Married,72929,45,7672.3729856364325,388.9053491067394,Monthly,0,1,1,1,827,3754.866298335529,0,Low,City_30,State_6,50745,8.647166225107018,SMS,Mobile,15,46.13121683629402,Medium,101,0,1,0,5,9
1877,56,Male,Divorced,95747,11,319.3506312208109,466.8786931118429,Weekly,0,1,1,3,449,3554.2833673314058,1,High,City_91,State_1,69530,1.000921352732622,SMS,Online,11,17.915733843314527,High,107,1,0,1,4,3
1878,43,Male,Divorced,87851,91,5066.956885216069,356.4770773189447,Weekly,1,1,1,2,441,1019.0934009244163,0,Low,City_56,State_7,43993,9.326612705237649,Phone,Mobile,10,30.591792618389594,Medium,86,1,0,0,4,0
1879,63,Male,Divorced,85311,92,2819.406190475426,448.8357630956789,Weekly,1,1,0,1,415,4234.617090548976,0,Low,City_79,State_7,91547,1.4813976150673178,Email,In-person,3,82.1267447885268,Low,63,0,0,0,3,5
1880,32,Male,Divorced,95867,73,6521.592024714423,125.87212150949019,Weekly,0,0,1,3,364,1406.4739776412243,1,Low,City_41,State_1,37132,2.5378214457160966,Email,Online,13,24.887337545208037,Low,39,0,0,1,1,1
1881,51,Female,Divorced,87196,73,7243.383437675266,179.25589808663133,Monthly,1,1,0,4,728,3964.9279165747375,1,High,City_14,State_8,51613,1.2619318899916845,Email,Mobile,13,94.71406140201364,High,76,1,2,0,1,3
1882,59,Male,Divorced,87894,85,8642.339513579896,378.93573234238215,Monthly,1,0,1,1,609,2444.02953867471,0,High,City_21,State_5,66552,5.675680416111386,SMS,In-person,3,111.14847758559206,High,98,1,1,0,5,4
1883,61,Male,Divorced,44591,34,4806.620747329741,218.035006721213,Monthly,1,1,1,2,729,3657.7434126928306,1,High,City_98,State_9,85067,9.48784879076952,SMS,Online,10,115.81992423406743,Medium,22,0,1,0,3,4
1884,57,Male,Divorced,78893,77,9945.055876601285,420.29044257401375,Weekly,0,1,1,3,460,1906.9383153678293,0,Medium,City_90,State_8,80092,8.551329504346329,SMS,In-person,4,6.072433187112428,High,93,0,1,0,2,3
1885,28,Female,Divorced,30727,10,9801.862462142382,440.0430470780098,Monthly,0,0,0,2,605,1735.7029854738798,2,Low,City_25,State_3,12717,6.757736916382109,Email,Online,14,115.18772896975791,Medium,77,1,2,0,4,2
1886,20,Female,Married,51359,93,8833.450572263228,156.86744751325318,Monthly,0,0,1,4,660,4206.797994796661,2,Medium,City_50,State_1,34538,2.669397738162373,SMS,Mobile,17,90.12235819990603,High,28,1,0,0,5,3
1887,23,Female,Divorced,73822,23,5791.208002064901,413.490896012891,Weekly,1,1,1,2,577,176.51127257034827,1,Low,City_95,State_3,52022,8.826373886742857,Phone,In-person,1,14.66577671033726,Medium,38,1,1,0,1,2
1888,26,Female,Single,40929,84,4040.2637312877687,85.58949282192353,Weekly,0,1,1,4,595,4873.684736287537,1,High,City_53,State_2,48890,7.792978520230471,SMS,Mobile,15,52.752653909553544,Low,34,0,1,0,2,2
1889,23,Male,Married,90091,89,3707.424470383871,173.75638865305604,Monthly,0,1,0,4,468,3240.8977913268673,2,Low,City_48,State_2,63680,3.401629871927349,Phone,In-person,2,85.50522957664354,Low,24,0,0,0,3,3
1890,26,Female,Divorced,53519,70,220.0350258686738,263.8028260494806,Monthly,0,0,0,1,758,2162.4169409972105,0,Low,City_70,State_4,85336,8.24580247056271,Email,In-person,18,115.01883165602067,Low,74,0,1,1,4,8
1891,56,Male,Single,47393,14,2566.8275226994283,120.95744343090716,Monthly,1,1,1,4,306,3140.272655752126,0,Low,City_48,State_2,49407,8.894362042286641,SMS,In-person,7,23.876260265310147,Low,42,0,0,1,4,8
1892,48,Male,Divorced,64318,20,7216.201525996729,293.84123649184767,Monthly,0,0,0,2,431,613.704732294914,0,Medium,City_4,State_8,33402,7.284034111867042,SMS,In-person,13,19.689327421599707,Low,92,0,2,0,1,7
1893,49,Female,Single,77934,41,6075.957788941359,293.5605885716468,Weekly,0,1,1,1,646,2570.262276467738,1,High,City_24,State_5,37224,1.9034573587347539,Email,Mobile,3,59.31991112511603,Low,31,1,1,1,1,3
1894,58,Female,Single,58840,83,9172.579672758582,111.38241847694381,Weekly,1,0,0,4,552,4925.477616698989,0,High,City_31,State_1,73248,9.8582215899682,SMS,In-person,3,116.33137277992626,High,29,1,1,0,5,1
1895,29,Female,Single,43265,81,595.220442473923,399.86425899387376,Weekly,0,0,1,3,709,1176.3471892335342,1,Low,City_83,State_6,80286,1.6840089006938765,Phone,Mobile,13,116.70860975467122,High,59,0,0,1,4,8
1896,25,Female,Single,35424,81,1637.238371455573,319.50579981163344,Weekly,1,0,0,3,842,3611.390495181747,1,High,City_75,State_7,23820,6.890265893352104,Email,In-person,4,31.21019522108457,High,26,1,2,1,4,5
1897,25,Female,Married,50625,36,7913.513514586089,165.70264834422758,Weekly,1,1,1,4,654,2174.856879158503,1,Medium,City_29,State_1,45837,1.9947272968521663,Phone,Online,16,41.7249220167176,Medium,102,1,1,1,4,7
1898,45,Male,Married,59187,51,3649.2255488338046,123.77054390044304,Monthly,0,1,0,1,667,3262.290742439768,2,Medium,City_5,State_3,93883,9.148720227587397,Email,Online,8,109.42367834913527,High,95,1,0,1,4,3
1899,37,Female,Single,65929,76,1271.6188038069913,440.5875680289018,Weekly,0,0,0,1,810,1024.4361434588773,0,High,City_82,State_9,30978,4.1497991508014085,Phone,In-person,8,89.50677144798738,High,15,1,2,1,2,7
1900,64,Female,Divorced,91892,47,9964.860000490882,419.5137001600798,Weekly,0,0,1,1,832,2352.3249130880117,1,Medium,City_67,State_7,23713,5.603527201490252,Phone,Online,16,116.8163892956261,Medium,47,1,0,0,3,5
1901,24,Female,Single,50539,86,7893.777996426693,122.5827306792079,Monthly,1,0,1,2,827,4900.463569296376,0,Medium,City_75,State_4,50431,2.6088542592760953,Phone,In-person,2,107.71206174678875,Medium,34,0,1,0,2,5
1902,28,Male,Married,86630,40,4146.536263905413,27.446560993089296,Weekly,0,1,0,3,827,976.4357550800479,2,High,City_85,State_6,41207,5.919059708048239,SMS,Mobile,9,29.736045786080485,Low,62,1,1,0,3,5
1903,37,Female,Divorced,39215,30,8251.140021766789,404.2209719141307,Monthly,0,1,1,4,701,3182.2251392437856,0,High,City_94,State_6,81839,9.449559147150904,SMS,Online,13,92.36858883245858,High,40,0,1,0,2,8
1904,33,Male,Married,69385,14,6837.978314179618,311.5991920798711,Weekly,0,1,1,4,474,2877.988743833977,2,Low,City_83,State_3,16142,9.11469763569841,SMS,In-person,12,10.585001629413409,High,33,0,0,0,5,0
1905,21,Female,Married,55008,35,7920.750119741349,59.43219374619525,Weekly,1,0,1,3,377,2825.2579314520167,1,Low,City_53,State_2,13755,1.575063281820123,SMS,In-person,2,99.05076955526951,Medium,17,1,2,0,3,0
1906,23,Female,Divorced,78928,33,8170.543137899934,297.8055210472586,Weekly,1,1,1,2,739,3075.6164482580857,1,Medium,City_89,State_5,76366,4.404326558269036,SMS,Mobile,9,74.17902768112994,Low,63,1,1,1,4,4
1907,39,Male,Single,54976,9,938.8139645741472,231.5695158272302,Monthly,1,1,0,1,848,2511.1898684411403,2,High,City_64,State_8,49342,3.4068822673794967,Phone,Mobile,1,114.9516107031931,High,49,1,1,0,3,0
1908,43,Female,Single,57626,81,6267.431588112147,389.5296604621089,Weekly,0,1,1,3,531,84.65375128829,1,Medium,City_35,State_3,89229,5.3322532940178,SMS,In-person,6,115.40373237894403,Medium,12,1,0,0,4,9
1909,20,Male,Single,89789,5,167.17697447059317,112.45157265777772,Monthly,0,0,0,4,699,4500.484057315589,0,High,City_12,State_5,16121,8.503562461015628,Phone,In-person,2,10.843737537800855,Medium,21,0,1,1,5,8
1910,58,Male,Single,34700,91,530.2168383815891,232.04680470946298,Weekly,1,1,0,2,512,4134.894137420154,0,Medium,City_47,State_3,38304,7.649666070844876,Email,In-person,3,23.4599708389133,High,89,1,0,1,3,3
1911,59,Male,Divorced,93645,7,9049.402089652824,86.55961598343922,Weekly,0,1,1,4,492,870.8384046056067,2,Medium,City_90,State_7,58294,4.095803729474627,Phone,In-person,15,60.683810441649534,Medium,98,0,1,1,1,1
1912,31,Female,Divorced,37526,71,5322.880841432375,479.18834162731486,Monthly,0,1,1,1,566,2066.3658868943453,0,Medium,City_55,State_6,97994,4.443992466059773,SMS,In-person,7,106.14175536880715,Medium,40,0,2,1,4,2
1913,28,Female,Divorced,69500,75,7385.429660098396,391.58169689333045,Monthly,1,1,0,3,425,3852.74490346784,1,Low,City_69,State_6,74902,6.888294928074162,Email,In-person,13,98.66119136404649,High,97,1,1,0,3,8
1914,35,Female,Married,98049,39,8401.159805387146,370.99398898568427,Weekly,1,1,1,1,681,4900.311576936422,1,High,City_83,State_1,53704,2.7480265194938305,SMS,Mobile,16,115.90255303045456,Low,12,0,0,0,2,7
1915,29,Male,Divorced,89117,19,9500.908998889392,348.20126586019296,Monthly,1,0,1,2,843,4755.685232208933,1,Medium,City_91,State_2,99599,1.924552181300422,Email,Online,13,76.0796734678042,High,91,0,1,1,3,2
1916,40,Female,Single,86096,71,8706.59319443568,217.43485680852703,Weekly,0,0,0,3,801,4496.7959983808705,0,Low,City_38,State_6,55258,3.1832961778983004,Phone,In-person,12,34.50480474958637,Low,19,0,0,0,4,7
1917,29,Male,Married,37910,97,4884.78334210321,462.40838369454093,Weekly,0,0,0,1,702,791.8694864956982,1,Medium,City_29,State_8,44612,2.1162918821718684,Email,In-person,17,7.8872635430953935,Medium,64,1,0,0,1,3
1918,30,Female,Single,80248,34,3426.1060430670636,45.729335844232644,Monthly,0,0,0,1,560,4572.375530045024,0,Medium,City_12,State_5,56017,4.167858189225937,SMS,Mobile,11,30.636546432863128,High,105,0,0,0,1,5
1919,42,Male,Single,31951,86,1629.4830384397778,403.5969451226864,Monthly,1,1,1,1,686,4392.224564755397,2,High,City_19,State_2,33227,9.438092056534837,Email,Online,7,82.65641776466683,High,67,1,2,1,2,3
1920,62,Male,Divorced,95212,79,4063.1826766240715,115.46403873180901,Monthly,1,1,1,2,711,1884.7495558319476,1,Medium,City_9,State_5,68922,2.08269528422651,Phone,Mobile,13,111.52160468444652,Low,79,0,2,1,5,4
1921,36,Male,Divorced,71954,47,3728.286433695518,168.77369826058552,Weekly,0,0,0,1,645,1972.61297268131,2,High,City_82,State_9,75736,8.364899292481601,Email,Mobile,10,41.90392174045045,Medium,71,0,1,1,1,9
1922,63,Female,Single,38804,64,5639.790935363147,264.52056719398104,Monthly,1,0,0,4,393,2299.5446097758036,0,Low,City_29,State_6,92435,5.8118322829433735,Phone,In-person,10,105.70599798326897,High,27,1,0,0,5,8
1923,53,Male,Single,30595,44,6688.543146696413,393.50095541723397,Weekly,1,0,1,3,627,3280.878154832085,0,Low,City_3,State_5,81407,6.6961276885071745,Email,In-person,13,50.413298559233,High,21,0,2,1,4,1
1924,62,Male,Married,59592,69,9785.42221680597,420.88210475033094,Monthly,0,1,1,3,399,1304.1780799150788,2,Medium,City_87,State_6,31834,2.530741312162738,Phone,Mobile,19,40.45119367738329,Medium,104,1,0,1,3,8
1925,25,Male,Divorced,70643,33,7311.023242397251,296.0288025784612,Monthly,1,1,1,1,760,114.74214719972342,1,Low,City_30,State_9,41325,2.3623598032470503,Phone,In-person,17,63.51708792266908,Low,116,0,1,1,5,2
1926,46,Male,Married,92665,78,6473.11047118494,207.48738957799574,Monthly,0,1,0,2,614,706.1476229862112,1,High,City_58,State_7,96759,2.464693091306295,Phone,In-person,7,55.86145162710575,High,109,0,0,0,4,4
1927,49,Male,Married,50823,96,3417.4150992565915,473.78618648757293,Monthly,1,0,1,4,324,2200.5795378838684,1,High,City_88,State_3,39546,7.003565887525731,Phone,In-person,4,110.08698487945708,Medium,117,1,2,1,4,6
1928,61,Male,Married,35972,99,441.5883773334272,130.79543496129048,Monthly,0,0,1,4,793,1410.0128471310093,2,Low,City_53,State_5,98410,7.730094400675561,SMS,Online,17,58.84954895193455,High,80,0,2,1,4,1
1929,35,Female,Single,45882,23,2952.4387756614487,403.51634218151133,Weekly,1,0,0,3,652,3822.5828051806593,0,High,City_4,State_4,36972,9.282204500495672,Phone,Online,4,36.89356953065368,High,112,1,0,0,2,3
1930,23,Female,Married,96394,7,7707.634214550216,309.90431450959505,Monthly,0,1,1,3,416,533.4503527463569,2,High,City_57,State_5,75459,4.583731174004219,SMS,In-person,18,101.89504141271892,High,48,0,0,0,2,0
1931,35,Male,Married,53769,40,2132.1922139576373,194.67855827375473,Monthly,1,1,0,4,498,4587.326127774019,0,Medium,City_54,State_8,62383,5.157724456901261,Phone,Mobile,8,119.85619384085017,Low,102,1,0,0,5,2
1932,36,Female,Single,55020,47,7150.663117373733,10.670312338133032,Weekly,1,0,1,3,578,4476.635899719556,1,Medium,City_28,State_6,13696,5.226355143962312,Email,Online,8,79.53971320585225,Medium,103,0,0,0,4,5
1933,39,Female,Divorced,72748,19,5839.820441437217,228.83365766082713,Weekly,1,0,0,1,378,4543.78408466644,1,High,City_16,State_4,62445,3.429081125079104,Email,Mobile,16,33.80305742768124,High,102,1,0,0,5,1
1934,54,Male,Divorced,74912,45,1801.3830105296024,145.59279879572662,Weekly,1,1,0,4,723,3698.0499930166334,0,Low,City_13,State_5,98921,3.95409389179597,SMS,In-person,15,32.46373385651562,High,88,1,0,1,1,7
1935,49,Male,Married,42879,94,2690.0855822891162,61.1298405295247,Weekly,1,1,0,3,653,534.9998574179965,1,High,City_72,State_7,28013,8.621382124690806,Email,Mobile,18,11.636270064754878,High,25,1,1,1,5,6
1936,58,Male,Single,63798,84,5013.405674516118,46.82769701566158,Monthly,0,0,1,1,825,2190.6878568478337,2,Medium,City_56,State_8,30402,4.093499661273295,Phone,Mobile,19,13.88869942911976,Low,15,0,1,1,3,2
1937,20,Female,Divorced,76073,40,4241.90958056769,180.30358038268497,Monthly,0,0,1,1,840,657.0268590273188,0,Low,City_53,State_5,47257,8.821864917311366,Email,Online,6,110.22305594601768,High,24,1,2,0,4,0
1938,45,Male,Married,96983,88,7807.78209071292,311.2311204829178,Weekly,0,1,1,4,776,4938.495963805413,1,High,City_48,State_2,77552,3.747409403347478,SMS,Mobile,9,16.096017310698315,Medium,112,0,0,0,5,9
1939,27,Female,Married,73005,81,7370.605961178146,420.3844645287391,Monthly,1,0,1,1,309,1665.1921169933664,1,Low,City_25,State_6,72417,4.058948462883853,Email,Mobile,16,60.69954255182956,Low,17,1,1,0,2,3
1940,52,Male,Single,32850,37,5788.287584382869,99.94599002419018,Weekly,0,0,0,4,802,2926.6527094503103,1,Low,City_66,State_9,51126,6.042527846010201,SMS,Online,9,85.2840046647155,Medium,15,1,0,0,3,3
1941,46,Female,Married,58400,9,8240.51964358196,218.0755459414343,Weekly,1,1,1,1,559,3896.965271221109,1,Low,City_30,State_3,43743,1.9281416242890326,Phone,In-person,17,102.79080001896436,High,76,1,2,0,5,4
1942,32,Male,Divorced,41953,82,5670.428452774656,202.05850866965457,Monthly,1,0,1,4,823,4603.0804211282275,0,High,City_3,State_7,96467,9.29856040449588,Phone,Mobile,4,24.696159279178637,High,61,0,1,1,5,2
1943,50,Male,Single,53535,95,9647.453640906875,261.5630645121727,Monthly,0,1,0,4,305,3777.7386292068,0,Medium,City_23,State_8,50073,8.383598547746674,Email,In-person,15,55.34454809941604,Low,109,1,0,1,5,1
1944,24,Female,Divorced,34055,91,2250.518581595706,406.6977626966809,Weekly,0,0,0,4,334,3372.518893831188,1,Low,City_29,State_6,27243,7.034534447568196,Email,In-person,11,33.92022242658442,High,16,0,0,1,2,1
1945,29,Female,Divorced,68170,18,7169.906736661312,281.2861568196251,Monthly,1,1,0,4,474,2329.9089101907566,2,Low,City_41,State_3,30328,9.893125123283141,Email,In-person,14,34.41965534615919,Medium,119,1,0,0,5,7
1946,47,Female,Divorced,58251,72,3762.446907339233,424.86090761612417,Weekly,1,0,0,1,741,3027.00066875262,2,High,City_94,State_1,10209,1.1439942521221185,Phone,Online,17,39.94152036096772,Medium,85,1,0,1,1,6
1947,38,Female,Married,34532,87,2861.7653247599196,264.0903604737991,Weekly,0,0,1,4,446,470.8190442641491,2,Medium,City_11,State_3,19800,4.699542847890906,Email,In-person,13,72.51836465812374,Medium,102,1,0,0,1,0
1948,48,Female,Married,34924,51,1885.8360120803575,305.88520893882304,Weekly,0,0,0,3,492,4419.6127098063125,2,Medium,City_21,State_6,75749,8.725087524985067,Phone,Mobile,9,6.906409243842644,High,66,0,0,0,1,8
1949,41,Female,Divorced,78037,58,5569.784414989284,224.317788821565,Weekly,1,1,1,1,312,2718.886544199427,0,High,City_91,State_4,97817,4.897155517965922,SMS,In-person,16,52.00812292628571,High,43,1,2,1,5,2
1950,37,Male,Divorced,40702,8,2233.1473842171913,413.3168343448605,Monthly,1,0,1,4,829,200.67525217471348,0,Low,City_24,State_1,38007,1.0471720312834356,Email,In-person,8,26.485465551771146,Low,22,0,0,0,3,2
1951,54,Female,Single,45385,98,2083.4734293392185,462.6753311186798,Weekly,0,0,0,1,545,4599.5106282994875,2,High,City_95,State_6,48550,2.4197870403635857,Email,In-person,14,116.21862847895301,Low,59,1,0,1,2,0
1952,21,Male,Single,39336,87,9906.265860329797,323.1809216803414,Weekly,1,1,0,1,413,2446.5098691843436,0,Medium,City_94,State_1,50170,4.906651711480771,SMS,Mobile,15,72.01385331378569,Medium,50,0,1,0,1,3
1953,45,Male,Married,95421,99,8037.299426773032,412.1834000947229,Weekly,1,0,0,1,532,4342.945707805009,2,Low,City_65,State_8,35548,7.011530748574511,SMS,In-person,7,104.83097891548711,Medium,30,0,0,0,1,9
1954,61,Female,Married,61225,99,7507.940520518316,38.91163365955914,Monthly,0,1,0,1,621,4284.439771026785,1,Low,City_1,State_3,38375,2.463888415463403,SMS,In-person,11,27.50434847850538,Low,111,1,0,1,3,1
1955,37,Male,Single,66021,13,7961.200196239274,453.9947582088622,Weekly,0,1,0,4,837,4078.7579372855744,1,Medium,City_54,State_3,75839,5.032387542685329,SMS,In-person,3,98.1518054222356,Low,36,1,1,0,1,2
1956,41,Female,Divorced,33782,57,9692.336449815552,102.57328275117105,Weekly,1,1,1,1,425,307.0150964767804,2,Low,City_72,State_1,66152,1.115096839619898,Phone,Online,7,52.699983050101835,Medium,111,0,1,1,2,0
1957,49,Female,Married,79111,81,5775.439218656715,135.6950093896459,Monthly,1,0,0,3,612,1235.3332271210443,0,High,City_34,State_3,60012,5.297504700108676,Email,Mobile,5,25.434889217681278,Low,70,0,0,1,3,2
1958,58,Male,Divorced,72719,82,2280.4143862883193,36.131733421305654,Weekly,0,1,1,1,810,4377.739362327154,2,Medium,City_80,State_7,95967,9.063320286152582,Phone,Online,9,92.54319827464677,High,44,0,2,1,4,3
1959,53,Male,Single,79037,64,8635.875443457066,483.0460573172889,Weekly,1,0,0,1,783,4494.955280260469,0,Medium,City_91,State_8,61007,6.37091228371231,Phone,Mobile,19,92.6312762257573,High,25,1,1,1,2,5
1960,51,Female,Married,33513,50,7453.034221595492,427.4853162493044,Weekly,0,1,1,3,580,2290.3443118440305,1,Low,City_68,State_8,82487,4.965900681044522,SMS,In-person,13,119.52710928936702,Low,78,0,1,1,2,2
1961,53,Female,Married,43335,58,4201.652292108313,457.46045600463106,Weekly,1,0,1,4,582,2200.2073382710114,0,Medium,City_83,State_3,87189,2.4603340212489195,Email,Mobile,19,94.80778510678887,Low,48,1,0,1,5,5
1962,19,Male,Single,74140,78,4788.338035888999,425.13592220240736,Monthly,0,1,1,3,691,875.7031694307487,2,High,City_29,State_5,44935,2.8217670716486047,Phone,Mobile,16,21.705733511619705,High,71,1,1,1,4,1
1963,32,Male,Married,64840,99,4171.398744940803,244.96997083343155,Monthly,1,1,0,2,822,4842.053943455757,1,Medium,City_3,State_1,81495,1.688589550630712,Phone,Mobile,2,42.092645305358744,High,6,0,0,1,4,7
1964,51,Male,Single,61007,41,9306.42738626714,462.8001477044741,Monthly,1,0,0,3,681,1065.692376795216,1,Low,City_11,State_9,93553,7.6816993920454,SMS,Mobile,1,56.94859548848179,Medium,60,0,2,1,3,4
1965,53,Male,Married,86947,27,3500.962953833112,485.04168200932224,Weekly,1,1,0,4,515,954.6839217538278,0,Medium,City_8,State_8,45242,1.6942174981732658,Email,Online,3,19.565072656626434,Low,113,0,2,0,1,0
1966,23,Female,Single,56393,31,9638.494358696107,256.2578186268048,Monthly,0,0,1,3,841,3303.6448507458717,1,Low,City_62,State_2,89391,4.455539458607815,Email,Mobile,12,95.62448206149861,High,108,0,0,0,4,5
1967,56,Female,Married,87480,74,9111.690535414104,96.05614285113072,Monthly,0,1,1,1,415,1214.2215150022384,1,Low,City_33,State_1,96960,7.748602241614794,Email,Online,6,65.57033185994744,Low,56,0,2,0,3,2
1968,59,Female,Divorced,39107,94,6342.159308256916,332.7250293919162,Weekly,0,0,0,4,808,4693.858055071949,0,High,City_8,State_4,36326,7.415404294721456,Phone,Online,2,113.61170044601165,High,10,0,0,1,4,3
1969,29,Female,Divorced,35993,70,5840.235553690739,487.9647620282496,Monthly,1,1,0,2,799,54.534976588974104,1,Medium,City_25,State_9,95331,6.197789499267475,SMS,In-person,16,72.77043662046933,High,17,0,1,0,2,9
1970,20,Male,Divorced,82066,65,3763.8838726927115,437.3519613308487,Monthly,1,1,1,4,570,28.766311616506556,2,High,City_88,State_8,63811,6.141769607134613,Email,Mobile,5,65.1333946298992,Low,19,1,1,0,4,7
1971,62,Male,Married,72942,81,281.5500512054338,432.2894363114947,Monthly,0,0,1,1,739,2524.384007177998,0,High,City_26,State_3,79811,1.8129527226271547,Phone,In-person,12,13.213892587279398,Medium,65,0,0,0,1,7
1972,35,Female,Married,46138,55,1363.4695437537573,467.57082823556823,Weekly,0,1,0,2,590,2440.31229956736,0,Medium,City_26,State_6,63537,2.5742374457904096,Phone,Mobile,4,22.174779068626446,High,108,0,0,1,3,7
1973,57,Female,Divorced,74527,54,7566.890101160532,448.0366076707481,Weekly,1,0,0,4,338,816.8201095045524,0,High,City_17,State_9,67829,5.8127001139648975,Email,Online,14,102.69549882787739,Low,101,0,1,0,1,4
1974,38,Female,Divorced,39190,23,4768.247253222836,390.37801536896353,Monthly,1,0,0,4,323,2472.5978148514223,0,High,City_91,State_8,19552,4.132722954300218,SMS,Online,17,118.92773744996795,High,45,1,0,1,5,0
1975,32,Female,Single,85698,5,1583.3975284608841,361.95368775929535,Monthly,1,1,1,1,342,2058.305525849932,2,Low,City_29,State_5,82811,1.1704339098400511,SMS,Online,12,52.74560062830099,Low,115,1,1,0,1,8
1976,50,Female,Single,59086,44,2713.212455905523,139.73591513492963,Weekly,1,1,1,3,469,4451.647626711844,0,High,City_43,State_9,25485,8.183500595912472,Email,Mobile,13,98.15989962836684,Low,113,0,0,1,1,8
1977,52,Female,Single,47322,36,9483.585308485297,314.45661049994015,Weekly,0,1,0,3,639,46.26960108481737,2,Medium,City_73,State_9,43540,6.88431940396747,Phone,Mobile,17,77.17236312802495,High,14,1,1,1,3,7
