Bank Name,State,Date,Asset Growth (%),Revenue (Million INR),Profitability (%),Interest Rate (%),Inflation Rate (%),GDP Growth (%),Stock Market Index,Loan Portfolio (Million INR),Cost of Funds (%),Regulatory Changes (Binary),Demographic Trends,Geopolitical Events (Binary)
State Bank of India,West Bengal,2024-02-25,6.294949788092532,2246.006590247491,13.947070801052053,5.240317179828807,4.834024968743178,5.070311471047754,49932.47493025986,6894.664853332375,4.562661585346351,0,Negative,1
State Bank of India,Haryana,2024-02-26,7.454195123993846,3117.284792900851,13.617071173753637,6.3255011144058635,4.112921137776507,4.492811348367784,50791.29804035049,7579.729242071077,5.111161652882467,0,Negative,1
State Bank of India,Himachal Pradesh,2024-02-27,3.078098653221452,2686.3347063453166,13.14555951042986,5.49010027519526,5.316456082847514,5.511158303769869,46890.77653778349,7236.6926140909145,5.082705447304669,0,Negative,0
State Bank of India,Gujarat,2024-02-28,3.425259949543266,3458.346975098896,16.167845753362368,5.55337715317965,3.511387534744926,6.490608653037286,54009.0773026699,6226.199478847645,4.66273311440915,1,Negative,0
State Bank of India,Andhra Pradesh,2024-02-29,7.828370564249838,3304.583297183879,13.312293677987563,5.606881847474611,4.1535474411188,5.992036684202807,51741.869488296135,6312.662876785677,5.061570966730953,1,Positive,0
State Bank of India,Assam,2024-03-01,3.0858617162569386,3691.2087259798136,15.571819595564934,6.160121171131934,4.040876851132758,5.0151035977756475,51332.68917337489,6874.067450899542,3.883546916587342,0,Positive,0
State Bank of India,Madhya Pradesh,2024-03-02,7.126310560217474,3384.985653338451,13.587810161552143,5.153450616861193,4.295421285323332,6.806569068276572,45994.96226180638,6793.778786178079,3.6001290541865885,1,Positive,0
State Bank of India,West Bengal,2024-03-03,4.953667138688209,2859.8621547802964,15.971813668763211,6.193380322787295,5.345339477786179,6.736622713747547,51041.739381725914,7487.0885392745895,5.2472676452694005,0,Negative,1
State Bank of India,Tripura,2024-03-04,3.483386446419062,3345.9332447888646,16.889638371243237,6.535122341344103,4.452519096490223,4.6280451981522965,46209.60662238493,7161.474279594704,3.6511089875255394,1,Positive,0
State Bank of India,West Bengal,2024-03-05,7.224499407635069,2550.762348510837,16.668151458867918,6.449882854898975,5.382043350797888,4.118252755361089,45786.97675195399,6776.266162004498,3.9933768594879946,0,Neutral,1
State Bank of India,Mizoram,2024-03-06,4.671831530015993,2612.6269975564255,16.56510798558469,6.148352301209122,4.729466709419597,6.223926125052287,50273.10895642393,6341.520566900771,4.89063789924877,0,Positive,0
State Bank of India,Tripura,2024-03-07,5.088904123578141,3577.9703198415864,13.126334434153513,7.517439824212257,4.026208303972666,6.48283078404746,49027.85534046495,6453.67420465099,4.3188958752546185,0,Negative,1
State Bank of India,Telangana,2024-03-08,4.155400216398594,2892.8390328031646,12.530309681907113,5.4359800772615126,5.429936231050418,6.903593697854066,50888.10270156223,7151.002036938118,5.252627939831018,0,Neutral,1
State Bank of India,Andhra Pradesh,2024-03-09,5.557705108609564,3596.760681036705,16.193692970924314,6.517090231344122,3.7148690116592746,6.669509182264932,45892.22168057239,6846.877609799585,4.095959589324539,1,Negative,0
State Bank of India,Goa,2024-03-10,2.9811432355101366,3644.844747336557,14.210083282766108,5.186124250869663,3.6731489393993866,5.801604304619245,49309.830628472584,7029.855017721344,3.5237426933387184,1,Neutral,0
State Bank of India,Rajasthan,2024-03-11,4.3464892199105645,3715.124675322568,14.594077358420083,5.2134670366337295,4.513508772164507,5.590157017637143,46747.86715045158,6341.354870604468,4.101311281121488,1,Negative,1
State Bank of India,Goa,2024-03-12,7.816473934011725,3833.2704716824146,12.186894556760347,6.721597549031289,3.782547737886267,4.083523153787759,54871.00085924116,7325.812504689132,4.656150098369663,0,Negative,1
State Bank of India,Uttar Pradesh,2024-03-13,3.5488005962067652,2861.970441026592,13.557458695650295,6.698055274663463,3.027261104853649,4.7399693405343335,50611.50212435174,7705.0774817119345,4.251876750806587,1,Neutral,0
State Bank of India,Kerala,2024-03-14,5.940419987247753,2637.733636642278,12.202058423246784,7.634100538533371,4.944892581896404,5.378844255198779,51874.36860940867,6515.879013573801,4.56974551151751,1,Positive,1
State Bank of India,Madhya Pradesh,2024-03-15,3.951140385348169,3164.3974931882276,17.275114635607487,6.67362102698022,4.533281464417194,5.885511700250703,48254.18280682608,6983.028451663653,5.253196237670037,0,Neutral,1
State Bank of India,Madhya Pradesh,2024-03-16,6.640838754119604,2742.344846875255,13.460380099311182,7.879373061214551,4.336553443479484,5.671755499955232,45947.389147793445,7951.054658041803,5.324970108460737,0,Neutral,1
State Bank of India,Manipur,2024-03-17,2.785241964310099,3202.148333600466,15.344023017438047,5.146084545199789,5.900905543854946,6.227907969045072,54758.70862783537,6666.483481101455,4.031948129308224,0,Neutral,1
State Bank of India,Rajasthan,2024-03-18,7.818926270471268,3411.171725287649,12.233875923966782,5.294023054342223,4.713597551888741,4.839300792661122,47862.59035383183,7190.092689847523,4.424280946539802,1,Neutral,1
State Bank of India,Meghalaya,2024-03-19,4.7227372483018355,3376.8100369842737,16.00108434783395,5.132197584711144,5.590294733368154,5.69485782295742,49238.08185173574,6180.391400400489,4.598288030482903,1,Neutral,1
State Bank of India,Sikkim,2024-03-20,3.4163027800787837,2749.105774040243,13.938164074524563,5.55583055100062,3.4183507086154803,4.264426730172376,51498.63921702575,7212.030004958886,5.398224913776494,0,Negative,0
State Bank of India,Rajasthan,2024-03-21,2.440980483980076,2333.720403397506,17.387515121745995,6.623810332825034,4.707619389388283,5.240996570749621,45246.972976861114,6179.263546609236,5.497234638328769,1,Negative,0
State Bank of India,Karnataka,2024-03-22,3.0185474305252447,2861.058676924415,17.328709133604214,6.936716544282284,5.603938880192709,6.2504824988638035,53102.59130517287,7918.470870647644,3.9708144976830533,0,Positive,0
State Bank of India,West Bengal,2024-03-23,5.118643691336106,2285.1882881638176,13.951743710170486,5.136755473846007,4.749317271839693,6.080202560287132,50365.7819002862,7431.325304144622,4.953959742691631,1,Positive,0
State Bank of India,Chhattisgarh,2024-03-24,4.022019058587718,3780.1940703676164,17.405765374142806,7.837912669536798,5.154042534381005,6.971928211516537,47782.171870688224,7576.319576271413,4.25606212446639,0,Neutral,1
State Bank of India,Bihar,2024-03-25,6.973300195295657,2691.7549214757146,17.976946040992672,7.526496129951143,4.116130703436622,4.833673377963268,45616.07985292469,7408.208721543274,3.5162163937724262,1,Positive,0
State Bank of India,Assam,2024-03-26,4.585325141970836,2308.9194944466476,16.95249398474369,5.8898374464712795,3.2773485511111997,5.494567897521938,46624.984154744416,7179.458072152931,3.5185050448718047,1,Positive,1
State Bank of India,Odisha,2024-03-27,3.4922856355257794,2050.895519811502,17.069228086531375,5.231562590679404,4.373700885381214,4.98859124132199,53950.33858853437,6899.8255621710105,4.4211320151245115,1,Neutral,1
State Bank of India,Punjab,2024-03-28,5.70286991962418,3291.6447725729686,13.49405241665454,5.509661219657172,4.183438172516572,5.321809342177524,51860.24223935891,7716.746759522125,4.476669826008669,0,Negative,0
State Bank of India,Tripura,2024-03-29,6.240663301312675,3273.8046349094866,15.460214393146538,5.380833241264918,5.601180547136842,6.5708503896081645,47499.0172163689,7913.671335086126,3.5451393931468855,0,Negative,0
State Bank of India,Nagaland,2024-03-30,3.0022514474056994,2681.2083331625836,12.403535483804207,5.369851337896841,3.7319859070574166,6.05262722556546,45656.007649450294,6998.072345808163,4.873854833548605,0,Positive,1
State Bank of India,Manipur,2024-03-31,3.005715297729906,2143.423777695302,12.569507620930018,6.555685065997202,5.900202682605324,6.647323574042745,51906.15312386636,7863.0700983105235,4.088006777189906,1,Negative,0
State Bank of India,Himachal Pradesh,2024-04-01,2.220028561601258,2819.257789790464,17.993355672199744,5.737542327480201,5.874414359413489,4.610533324995659,50724.07725967765,7166.665819977035,4.619786203071898,0,Negative,0
State Bank of India,Mizoram,2024-04-02,6.4184120903938435,2622.434990126787,13.959835496555465,6.074419149587433,3.742894929214316,6.620083353524314,49045.19524458235,7076.768373792866,4.101838146330838,1,Positive,1
State Bank of India,Maharashtra,2024-04-03,5.98282716573083,3354.2412794700185,16.489103472293078,7.968516000152968,4.044155866431962,4.179286822535153,48636.11449190064,6908.965465910714,3.8342686297386144,0,Neutral,1
State Bank of India,Manipur,2024-04-04,4.847785254498883,3211.5584989053805,16.8399903181609,7.052942746776035,5.686667222621655,6.665797841311457,47168.142759291084,6418.57552306024,4.31434747719775,0,Positive,1
State Bank of India,Andhra Pradesh,2024-04-05,7.065022693815183,2729.18745639508,17.148139626043374,7.846942001141004,5.899866662688322,4.9872213383821835,51696.11256537517,6007.439321636119,3.9645467295810013,1,Positive,1
State Bank of India,Rajasthan,2024-04-06,6.834020917700319,2435.78510850998,17.985769784412938,5.427669665099347,4.330317308508132,4.943762900242199,54706.68027793871,6483.012453712123,4.569601953838336,1,Positive,1
State Bank of India,Sikkim,2024-04-07,5.512126186380513,3976.0719323111834,13.448978911541207,6.146418424497708,3.9629911369226933,5.536265730095992,46757.15245836826,7019.446343207131,3.8976570605729597,0,Neutral,1
State Bank of India,Sikkim,2024-04-08,7.209627683079551,2908.00324239223,12.242104961158198,6.664195409847062,4.578282039754626,6.822070563169696,50971.166200155036,6759.9199045195055,4.516811953289254,0,Neutral,0
State Bank of India,Assam,2024-04-09,3.2350472602206093,3376.5484715604744,14.467149107967515,5.2302741856662145,5.063307619097205,4.143344094044216,49241.850557459766,6896.970456005268,3.814757029737735,1,Neutral,0
State Bank of India,Meghalaya,2024-04-10,2.6715177163863673,2281.1059351567214,12.78048401897368,5.012562330883874,3.8204235461249394,5.056692925212236,49466.88721744665,7961.296439128099,4.84194941897157,1,Neutral,0
State Bank of India,Tamil Nadu,2024-04-11,3.618497669101938,2971.1793993187957,12.134555334972331,7.011303001390752,5.2094195238572185,6.569715966050007,47541.47280127814,6700.5447413386555,5.007875368882848,0,Positive,1
State Bank of India,Tripura,2024-04-12,2.342521136535889,2055.073439738931,14.162560962848916,6.925458550404306,3.154972071343923,5.1881634323064,53251.34875661419,6904.365878720216,3.7207884684998676,1,Negative,1
State Bank of India,Karnataka,2024-04-13,5.187017168006192,3010.9102358208997,16.702429506451416,6.2323664299988355,3.147883478293249,4.597470692791201,49852.55604147241,6267.03110270564,4.435604824074678,0,Positive,0
State Bank of India,Kerala,2024-04-14,7.619634153769769,3928.0348142354046,15.397084147350425,6.468932228096098,4.158863115436636,5.274382543994236,50434.05852198264,6095.915464873975,3.641743401309747,0,Neutral,0
State Bank of India,Jharkhand,2024-04-15,2.236061244011058,2768.4134259716,13.876667935262125,6.246329001776269,4.060419576182162,5.1566575044750085,48047.60912797326,7550.81902918499,4.696364891084005,0,Negative,0
State Bank of India,Meghalaya,2024-04-16,2.732659484060161,2077.9920251498233,15.926052032956317,5.0720151345346665,3.946899646101457,6.74624860440011,46818.084656669496,7141.366350143957,4.0288085958592905,1,Positive,1
State Bank of India,Haryana,2024-04-17,4.7131941697006114,2061.911581838687,13.392109081852864,6.006114818652387,4.473059288006731,6.285803127229292,45859.103882028205,7521.40961208779,4.555248913677415,0,Negative,0
State Bank of India,Goa,2024-04-18,7.6032501051674295,2775.9735198937387,12.08628867643251,5.531246766191869,3.962200746934714,5.515346667232019,52141.19140924916,6299.725597773103,4.534922018768582,0,Neutral,0
State Bank of India,Kerala,2024-04-19,3.896936629860503,2320.049872926388,16.586120318618562,5.295272567304107,3.576773755404276,6.965111700164713,46962.342816878554,7143.657542365382,5.348708692387601,1,Negative,0
State Bank of India,Telangana,2024-04-20,5.043408852130355,2046.7041926563718,15.742458509184054,7.870161301668049,3.928408647265803,5.39583259382777,51900.75354188798,6507.284948682751,4.598166445137446,1,Negative,1
State Bank of India,West Bengal,2024-04-21,2.2494371543023526,3512.4272279003535,16.57381574700576,6.798079175126497,5.924712818430705,4.174713492460826,48903.76446046954,6456.12363380004,4.665996959436631,1,Neutral,0
State Bank of India,Rajasthan,2024-04-22,2.890059205772533,2917.0460177637815,12.233628100125994,7.185968852709808,4.233340250984545,4.786822965444955,49157.74800989652,6023.052028105971,4.303306251528761,0,Negative,0
State Bank of India,Haryana,2024-04-23,7.919780737753081,2578.489543945309,17.022717766983913,5.946091229798353,4.334138330575007,5.308211440657938,49691.774960927716,6260.681447138144,5.398159206365634,1,Positive,1
State Bank of India,Uttar Pradesh,2024-04-24,7.790712178616273,3800.1663660329614,15.71715720021782,6.179441388482045,4.72963496985342,4.470707872438361,48677.08508127543,6618.536222999391,5.054371818879219,1,Negative,1
State Bank of India,West Bengal,2024-04-25,2.029639885606458,2232.2779204010512,15.38037210427584,5.71077198169017,5.95002230524268,6.842695378972129,46006.199772225904,6233.7575211818785,4.070810580605683,0,Positive,1
State Bank of India,Bihar,2024-04-26,7.710870712539434,3911.8376579106384,15.74768428868719,5.2908970128962745,3.724803829307289,6.300546693453319,48096.31810002846,7971.716880821875,5.188419171552464,0,Negative,1
State Bank of India,Uttar Pradesh,2024-04-27,5.834719626893002,2627.9334347547056,17.186599481210184,5.5370949123247515,5.043846331597301,4.804861601283318,51637.34360693939,6617.265297047901,4.36479272037018,0,Negative,1
State Bank of India,Haryana,2024-04-28,7.207509767120133,3776.8073446173626,15.521619039353443,7.392542135889458,5.147954080625173,5.772413600553747,51657.84401468871,6260.647893404656,5.157334287067188,0,Neutral,0
State Bank of India,Uttar Pradesh,2024-04-29,4.728439133803155,3205.885752958923,15.485702279329075,7.032637415551328,4.821973250379198,6.164347471328716,47862.24307239994,6398.164625655915,5.1457761365870045,1,Neutral,0
State Bank of India,West Bengal,2024-04-30,5.093576171475501,3653.4147194829748,17.944074942394593,6.64078662795643,3.265735018909932,6.823836786720394,49601.02626557688,7175.406456682953,3.8777403735257088,0,Positive,1
State Bank of India,Nagaland,2024-05-01,4.933079481541521,3968.026326420929,16.540381002411408,6.425269618600304,5.03061682748273,6.6449060475262325,46934.47228011937,6128.087047729577,4.902282262767153,1,Neutral,1
State Bank of India,West Bengal,2024-05-02,6.001185545276626,2576.8108756374913,14.65376283270681,7.767302850968374,3.1922841331085263,5.5455766784146405,47103.72081529836,7724.868260282314,4.081285938613062,0,Neutral,1
State Bank of India,West Bengal,2024-05-03,2.8379075285378774,3922.270970815186,16.244382000197568,5.2182048433360055,4.788427948649691,6.323957859379053,45230.470884066075,7922.999358474295,4.094985339985336,0,Neutral,1
State Bank of India,Chhattisgarh,2024-05-04,2.179841539236068,2778.963789804841,14.335382830150731,5.841802439713748,5.218743531665228,5.686434261482755,53967.46549907744,6493.494841334762,4.092696153761161,1,Neutral,0
State Bank of India,Himachal Pradesh,2024-05-05,3.8475796495471455,2771.0238094738447,13.373252774900994,6.049813560712142,3.632909671859851,5.65811167013662,47107.06665074906,6900.190537181718,4.951136495119896,1,Neutral,0
State Bank of India,Bihar,2024-05-06,6.22808457641988,2680.7742085090113,15.581111261326557,7.347277436638364,5.524866022628322,4.344225875014576,47275.33876936464,6044.268902058994,3.9596520835850724,1,Positive,1
State Bank of India,Uttarakhand,2024-05-07,3.2111207127376904,3082.8152146951707,17.56909258868371,7.977543860485914,3.091061416599013,4.378412974048456,47796.01432645132,7281.420449454443,3.5018116704921805,0,Positive,1
State Bank of India,Sikkim,2024-05-08,6.040594599949504,2308.2900863569744,17.574837120092777,5.722011544271459,5.531438590974918,5.588600845067372,46274.08071695429,6827.852116105178,4.930473706965266,0,Neutral,1
State Bank of India,Mizoram,2024-05-09,7.819472276643623,3107.422970716022,14.051431668632942,7.622922002411242,4.380987151928295,4.806584634937019,51392.62883181363,6540.116932203111,3.8423694876702505,1,Neutral,1
State Bank of India,Himachal Pradesh,2024-05-10,2.56340429473651,3083.409624820008,15.16606479733017,7.491868281295374,3.6527638197949335,4.063110707381406,45751.429531775866,6413.674221233217,3.7089647906156693,1,Positive,0
State Bank of India,Andhra Pradesh,2024-05-11,6.035612709350758,3523.80362520974,13.269815391419167,5.6739721929253,3.401334434981904,6.168517611700636,46342.024263263505,7308.046155317521,3.9750322411881203,0,Negative,1
State Bank of India,Rajasthan,2024-05-12,4.662501315827427,3667.299923875171,17.9737866569933,6.197997740597668,5.859921502747118,4.097459790070495,51447.56726590093,6832.434062064629,4.259801044645408,1,Positive,1
State Bank of India,Punjab,2024-05-13,7.208853526265032,2880.882700624848,17.886707447207613,6.229018607877557,3.21799676274347,5.785830523312164,48396.60620481443,6359.318578059824,4.451812654946401,1,Negative,0
State Bank of India,Madhya Pradesh,2024-05-14,3.0628987366843154,2604.6664987029876,15.897053578244684,7.934662005579675,3.597280259807777,5.617581382381943,52079.47826701189,7378.218162973648,3.5891400814252616,0,Neutral,1
State Bank of India,West Bengal,2024-05-15,6.155755713356987,2518.669794634189,16.82648435806484,5.542675704136695,4.043467042299138,6.9064440717334135,50574.24744670142,7130.144566073387,5.4411466652547205,1,Neutral,0
State Bank of India,Meghalaya,2024-05-16,7.0286917378886615,2389.247673409744,16.2906009677022,7.397473913314347,4.860704546883362,5.452639418042925,47560.211730615134,7717.344109858992,4.9321261068391165,0,Positive,1
State Bank of India,Madhya Pradesh,2024-05-17,7.667685316844139,2115.2951643980496,15.55894931423681,6.002578142519329,4.634403255828295,4.190804309133392,51508.27950489328,6234.951797752986,4.146388130648672,0,Neutral,1
State Bank of India,Maharashtra,2024-05-18,6.099488169737874,2684.895957669427,12.320087981933387,7.192611037328481,3.376930477236942,5.655063903419385,46162.736802928805,7571.333203888912,4.137394514570794,0,Negative,0
State Bank of India,Assam,2024-05-19,4.983048584050564,2540.4953842615664,14.728586055315967,6.260033012886988,3.869183951214644,6.523288511848304,50364.103830800304,7347.033573634518,4.397085098736919,1,Negative,1
State Bank of India,Goa,2024-05-20,5.707083441207283,3932.8347717328147,16.048717813004465,6.7350792893496205,3.7162553132580722,6.99054785284432,49371.48105045035,6230.021873656196,4.752489645526066,1,Positive,0
State Bank of India,Nagaland,2024-05-21,7.213429906872309,3115.4176525000876,16.06518968330211,7.497835319978393,3.640628563471024,5.291029521067218,47678.73582817441,7389.641459743441,3.7927461331779355,1,Negative,0
State Bank of India,Odisha,2024-05-22,5.423658479832978,2694.554078061015,14.238735710534302,7.412496694951653,4.2334330094399615,4.9608962274902275,51040.049977395,6883.094577759661,3.8778596275299044,1,Positive,0
State Bank of India,Chhattisgarh,2024-05-23,2.182322358181021,3160.9352019873922,17.650151919948183,7.5992695506191,5.1120943577749705,6.719959890855996,53713.335923402825,7889.9695711116865,5.218869165667102,0,Positive,1
State Bank of India,Manipur,2024-05-24,7.585692173041867,2278.393402691391,13.004142193420686,5.178851976033977,3.6523587966517077,4.573726387228364,54989.046997630765,6283.222701235799,4.012509847778145,0,Negative,1
State Bank of India,Tripura,2024-05-25,6.137160506189367,2888.087498404406,15.002156677293364,7.076151659119235,4.100036639108945,5.84628674509878,51077.627687434244,7285.666781631476,4.260389995950355,1,Negative,0
State Bank of India,Arunachal Pradesh,2024-05-26,6.059080314663479,3252.4686428421273,16.14530385930494,5.419962130165288,4.172752280523486,5.2171432725428435,49047.0587432917,6763.960090925892,5.242543701900234,1,Negative,1
State Bank of India,Jharkhand,2024-05-27,3.294050914386303,2977.7956635849027,16.182814835350854,6.247455704055233,5.929369588306231,4.123247094866666,47252.07100216202,7913.629341181755,4.826295658799645,1,Negative,1
State Bank of India,Telangana,2024-05-28,5.953312821395944,2803.5576013086484,15.891833740612894,6.645765245164066,5.863999070637206,5.041865422917093,47570.960893951116,6659.949790580553,4.183423758683377,1,Negative,1
State Bank of India,Nagaland,2024-05-29,4.363186433924951,3987.6967777993964,13.65172928071116,6.208218454240493,5.400412748256228,4.795685567508023,49794.549781497655,7924.3718189836,4.867399091449242,0,Negative,0
State Bank of India,Uttarakhand,2024-05-30,5.907397862248953,3760.629524297854,12.937239412119732,6.558835027409023,3.7249767624575556,6.058273461830461,48672.77701280709,7802.971702201498,3.5393664307628274,1,Negative,0
State Bank of India,Madhya Pradesh,2024-05-31,2.6395581818479443,3246.8119163188803,15.815641960960265,7.989578926395858,3.2041119422750093,6.846371493075754,54138.14522624944,6540.766470621313,4.97128532002273,0,Neutral,1
State Bank of India,Chhattisgarh,2024-06-01,5.947071827618216,3138.7547223645656,15.595812696836626,5.405651941138564,3.9507124131618743,4.804141562135913,48682.95467655709,7607.083553652856,4.474032081032479,1,Positive,0
State Bank of India,Tamil Nadu,2024-06-02,7.996482354624,3241.320959649168,13.076136061735445,7.0263681360092765,3.8003836483014926,6.434397817455045,48734.44591145436,7991.208403607012,5.126364294568923,1,Positive,1
State Bank of India,Telangana,2024-06-03,2.289272233163336,2402.6242156448666,16.23083487342338,6.188002899156846,4.517777400439181,4.166079450815229,48835.34512433977,6505.326004342564,5.409275304012937,1,Negative,1
State Bank of India,Andhra Pradesh,2024-06-04,7.863045105327904,2790.275486528637,14.731031950401938,5.3990293967219865,5.333183730203379,5.614363030119439,53366.20210367658,6873.55433864664,5.351577098989137,0,Positive,1
State Bank of India,Sikkim,2024-06-05,4.441447764337224,2078.9190657817985,16.006563549618917,5.476210290122928,5.574968816636574,4.211650191129683,51507.88320846902,7040.361473133519,5.318530086910681,1,Negative,0
State Bank of India,Andhra Pradesh,2024-06-06,7.224520702023555,2951.0920749736533,17.024202478620904,7.847819318736851,5.534592256231526,6.802098973391918,51141.688503188925,6589.862271607729,4.5243399118677745,0,Neutral,0
State Bank of India,Nagaland,2024-06-07,6.6943129043496405,3086.0491679153265,13.018370571461539,7.638804490135286,4.079026683669204,6.299053841672171,48341.43022383862,6030.52967929206,4.220284228277876,0,Positive,1
State Bank of India,Manipur,2024-06-08,5.402097565920007,2455.4994722064193,12.11486920798102,7.721125881245065,5.0617030303820485,5.973849733613777,53179.041768324394,6440.258488395053,4.430070649461346,1,Positive,0
State Bank of India,Mizoram,2024-06-09,6.430695255507959,3928.0576943310275,16.674615518374722,7.974598327482159,3.93850259257266,6.471689144873993,45383.638613557014,6563.873768683517,4.8797920066267215,0,Neutral,1
State Bank of India,Karnataka,2024-06-10,7.271093367808088,3818.909221874484,15.658184550915696,5.624946170025554,3.1827166297055483,5.9425593867104896,53707.97172338113,6887.1994026363745,5.267995553742374,0,Neutral,0
State Bank of India,Rajasthan,2024-06-11,4.424841929906198,3444.2864709118116,16.19783741773273,6.066318012092186,5.1046957968088265,6.906833191522873,50127.4989979393,6342.204956826804,3.913972606000239,0,Neutral,0
State Bank of India,Uttar Pradesh,2024-06-12,3.962198969379432,3066.7732575307255,17.028929849931856,7.0076570897746,3.0294826577093636,6.141873843594315,48982.50234863413,7746.508713383345,5.336386316923406,1,Positive,0
State Bank of India,Tripura,2024-06-13,6.005560313381508,3739.93831929537,16.816865608947005,6.451407619581942,4.227547762375465,6.773975828746741,49971.67280717686,7409.8222654626725,5.130360463939779,0,Positive,1
State Bank of India,Sikkim,2024-06-14,6.847075651647551,2261.3046876469257,17.765520881572947,6.255168600135001,3.9881378079062273,5.551395676031914,51674.15530533831,6170.400955119324,5.457712030356469,0,Neutral,1
State Bank of India,Uttarakhand,2024-06-15,6.573710808659694,3581.0195885497697,15.21561047311271,6.07343374800678,5.080132615556558,4.351193238945588,45127.65426517897,7300.184902279863,5.260503546563374,1,Neutral,1
State Bank of India,Uttarakhand,2024-06-16,6.786881893151807,2249.641627933697,14.930973795959432,6.781341895830357,5.298736418281137,5.584533164269051,53715.518564582475,7307.31295281124,4.059874659383813,1,Neutral,0
State Bank of India,Mizoram,2024-06-17,4.613499888877598,3588.421325098811,14.41132319934438,6.7267802859202455,3.9122839079138516,4.38061848418928,49467.39525311393,7912.442347287255,3.711911822688095,0,Neutral,1
State Bank of India,Madhya Pradesh,2024-06-18,6.90700529705013,2551.535136502714,12.922146257065227,5.48437350219272,5.434881043334561,5.777480437529215,48429.66519700078,6006.041742712322,3.7244821439831775,0,Neutral,1
State Bank of India,Andhra Pradesh,2024-06-19,2.7212543322236504,3754.181162036378,15.435643397292134,6.415219512555318,3.881750281514801,5.447479181582989,46382.45565634057,6495.864899611614,4.082446637156552,0,Negative,1
State Bank of India,Arunachal Pradesh,2024-06-20,5.266934587765097,3888.0841876507957,13.662075145955873,6.66041532862955,4.3389790799596835,5.867726193498346,49394.65374358442,7855.5829587506305,4.728367447969078,0,Neutral,1
State Bank of India,Himachal Pradesh,2024-06-21,2.034551962988729,2297.591938810231,17.527845073277852,6.710860816194171,5.181055581042402,4.030140943164495,49963.227712843785,7864.267830796566,5.108640652194345,1,Negative,0
State Bank of India,Assam,2024-06-22,3.947514979401622,2925.351210130787,15.499144825662587,5.630321578737055,5.078760687674366,4.584521474966092,49036.46694493478,7441.172838741275,5.29850061396313,1,Positive,0
State Bank of India,Andhra Pradesh,2024-06-23,4.198769209228387,3961.9747563253704,15.557041083048661,7.226814176756861,5.9621054169366,5.4739912957363925,51786.60093826897,7531.52664209508,4.747506768738465,0,Positive,1
State Bank of India,Rajasthan,2024-06-24,4.377036149655533,2966.8148719462934,14.12954796526206,5.075597284463209,3.6754830726477956,6.851510684767405,49208.96528759226,6182.965915859294,3.5112626254961077,1,Negative,0
State Bank of India,Meghalaya,2024-06-25,6.172803240139173,3727.09504502909,12.311936111866245,6.064495566629488,4.9869537406187465,5.1508271210654755,54614.17577846573,7027.751669556467,3.8726335530370672,0,Neutral,0
State Bank of India,Tamil Nadu,2024-06-26,4.331348607622075,3177.4630442626394,12.190462592237932,7.3406379456069,4.829045724827332,5.273116078160903,50992.77517823592,6463.165982577999,3.699452407706736,1,Positive,0
State Bank of India,Goa,2024-06-27,4.6921617357351835,2750.6598158392035,14.540010864919186,6.691678763166207,5.74529536347009,6.144088267019867,53074.77935651909,6362.436087227235,4.22664895113802,1,Neutral,0
State Bank of India,West Bengal,2024-06-28,3.4252647852459646,2571.5671110517405,12.507392268583427,5.783487297532581,3.469086424934625,5.811378271858354,46093.55903109479,7620.606598246665,4.502701987267492,0,Neutral,0
State Bank of India,Mizoram,2024-06-29,4.2395107497760405,2406.4461821721743,15.641081733240835,7.084859358029143,5.255394490760799,4.896778450295,48972.91292945906,6270.0762733610945,3.586794357157122,0,Negative,1
State Bank of India,Chhattisgarh,2024-06-30,3.363617763578909,3523.596382755394,17.285838033837944,6.70217283246822,4.704805848806306,5.232449186702283,48368.47701447153,6937.30327399277,4.196955951591311,0,Positive,0
State Bank of India,Chhattisgarh,2024-07-01,2.439175542610662,2773.081013646056,17.29748889911233,7.3887308283691615,3.8239976093637162,4.653099396571697,50694.82388136592,7877.156479172067,3.8583593492506454,0,Positive,1
State Bank of India,Goa,2024-07-02,5.620691560288267,3022.5509244015025,15.954272460793394,7.205075558569471,4.423304742441522,6.898064377390625,53611.135200614255,6371.664111130685,4.794140332517748,1,Negative,1
State Bank of India,Assam,2024-07-03,6.009276791330097,2984.6509600023637,13.267390988837587,6.8303237661087035,4.001329791209393,4.391903144672079,45783.382177620064,7955.986847476469,4.4285447386486805,1,Neutral,1
State Bank of India,Rajasthan,2024-07-04,5.716942076057687,3154.5580584662625,17.17798098815323,6.464533025932442,4.737940208365383,5.115510353699259,45725.74798044711,7988.575971522118,4.490635293867817,0,Neutral,0
State Bank of India,Tamil Nadu,2024-07-05,4.780964262803434,3731.1542912491045,17.316560611879247,5.3995463770025705,5.667001832443997,4.077516916660033,53503.17708157599,7111.234309364806,4.355383576066922,1,Positive,0
State Bank of India,Chhattisgarh,2024-07-06,4.278714681075379,3961.478687166859,13.179921509717753,5.783999053656151,4.707914953236606,4.665338475800639,47128.500860383574,6340.285480354316,5.412039420973134,1,Negative,0
State Bank of India,Rajasthan,2024-07-07,7.180001897430952,2815.168417147634,16.424556514624065,6.257298418751256,4.895167254979752,6.341413415140465,51687.532544498135,6632.209775881791,3.9294702502431265,0,Negative,0
